acceptor,n_smiles,donor,p_smiles,pce
IT-4Cl,N#C/C(C#N)=C1\C(C(C2=C1C=C(Cl)C(Cl)=C2)=O)=C\C3=CC(SC4=C5C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C8=CC(C9=C(C%10(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)C%13=C(C=C(/C=C(C(C%14=C%15C=C(Cl)C(Cl)=C%14)=O)/C%15=C(C#N)\C#N)S%13)S9)=C%10C=C48)=C5S3,PBDT-T-2F,O=C(C1=C(SC(C2=CC=C(S2)C3=CC4=C(C5=C(C(C6=CC(F)=C(S6)CC(CC)CCCC)=C4S3)C=C(C)S5)C7=CC(F)=C(S7)CC(CCCC)CC)=C18)C9=CC=C(S9)C)C%10=C(SC(CC(CCCC)CC)=C%10C8=O)CC(CCCC)CC,13.45
BTTIC-TT,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5c(csc5C)C4=C(C#N)C#N)sc3-c3sc4c(-c5cc6sc(CC(CC)CCCC)cc6s5)c5c6c(sc5c(-c5cc7sc(CC(CC)CCCC)cc7s5)c4c32)-c2sc(/C=C3\C(=O)c4c(csc4C)C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,13.44
"BTP-(Br,Me)-1",CCCCCCCCCCCc1c(/C=C2\C(=O)c3c(ccc(Br)c3C)C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8c(ccc(Br)c8C)C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,13.43
BZ4F-O-2,CCCCCCOCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)c(COCCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,13.43
dBTICγ-BO,O=C(C1=CC=CC=C1C/2=C(C#N)\C#N)C2=C/C(SC3=C4SC(C5=C6C7=C(C8=C(N7CC(CCCC)CCCCCC)C9=C(C(CCCCCCCCCCC)=C(S9)/C=C%10C(C%11=CC(C%12=CC=C(C/%13=C(C#N)/C#N)C(C(C%13=C/C%14=C(CCCCCCCCCCC)C(SC(C%15=C%16C%17=C(C%18=NSN=C%18%15)C%19=C(C%20=C(S%19)C(CCCCCCCCCCC)=C(/C=C%21C(C%22=CC=CC=C%22C\%21=C(C#N)/C#N)=O)S%20)N%17CC(CCCCCC)CCCC)=C%23N%16CC(CCCC)CCCCCC)=C%23S%14)=O)=C%12)=CC=C%11C\%10=C(C#N)\C#N)=O)S8)C%24=NSN=C5%24)=C3N6CC(CCCCCC)CCCC)=C4CCCCCCCCCCC,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,13.42
BFHIC-4F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc3-c3oc4c(-c5ccc(CC(CC)CCCC)s5)c5c6c(oc5c(-c5ccc(CC(CC)CCCC)s5)c4c32)-c2sc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,13.4
FINIC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)c(F)c3)c3cc4c(cc3-c3sc5c(sc6cc(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc65)c32)C(c2ccc(CCCCCC)c(F)c2)(c2ccc(CCCCCC)c(F)c2)c2c-4sc3c2sc2cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1F,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,13.4
DTC-4F,CCCCCCCCc1ccc(C2(c3ccc(CCCCCCCC)cc3)c3cc4c5cc6c(cc5n(C(CCCCCCCC)CCCCCCCC)c4cc3-c3sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc32)-c2sc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCCCC)cc2)c2ccc(CCCCCCCC)cc2)cc1,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,13.37
FCO-2F,CCCCCCCCC1(CCCCCCCC)Oc2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2cc3c(cc21)-c1cc2c(cc1C3(CCCCCCCC)CCCCCCCC)-c1sc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)cc1OC2(CCCCCCCC)CCCCCCCC,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,13.36
IT-BnC6-4F,CCCCCCc1ccc(CC2(Cc3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(Cc2ccc(CCCCCC)cc2)(Cc2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,PT2,ClC(C=C(C1=C2C(C(C3=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C3C2=O)=O)=C(C4=CC(Cl)=C(C5=CC(C(C6=CC=C(CC(CCCCCC)CCCC)C=C6)=C(CS(C7=CC=C(C8=C9C(C(C%10=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C%10C9=O)=O)=C(C%11=CC=C(C)S%11)S8)S7)=C%12)C%12=C%13C%14=CC=C(C=C%14)CC(CCCC)CCCCCC)=C%13S5)S4)S1)S%15)=C%15C%16=CC%17=C(C%18=CC=C(C=C%18)CC(CCCC)CCCCCC)C(SC(C)=C%19)=C%19C(C%20=CC=C(CC(CCCCCC)CCCC)C=C%20)=C%17S%16,13.36
ZF,CC.CC.CC.CC.CC.CCCCCCCCCCCC1=C(/C=C2\C(=O)c3ccc(F)cc3C2=C(C#N)C#N)SC2C1SC1C3=C(C4C(c5nsnc53)C3SC5C(CCCCCCCCCCC)=C(/C=C6\C(=O)c7ccc(F)cc7C6=C(C#N)C#N)SC5C3N4CC(CC)CCCC)N(CC(CC)CCCC)C12,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,13.36
LBT-DF,CCCCCCCCC(CCCCCC)Cn1c2c(ccc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc32)c2c3nsnc3c3c4ccc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c4n(CC(CCCCCC)CCCCCCCC)c3c21,S2,CC1=CC2=C(C(C3=CC(Cl)C(CC(CCCC)CC)S3)=C4C=C(SC4=C2C5=CC(CC(CCCC)CC)=C(Cl)S5)C6=CC=C(C7=C(C(C8=C(SC(CC(CC)CCCC)=C8C9=O)CC(CC)CCCC)=O)C9=C(C%10=CC=C(C%11=CC%12=C(C(C%13=CC(Cl)=C(CC(CC)CCCC)S%13)=C(C=C(C%14=C(F)C(C(OC)=O)=C(C)S%14)S%15)C%15=C%12C%16=CC(C(S%16)CC(CC)CCCC)Cl)S%11)S%10)S7)S6)S1,13.35
TPDC-4F,CCCCC(CC)CN1C(=O)c2c(-c3cc4c(s3)-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc3C4(CC(CC)CCCC)CC(CC)CCCC)sc(-c3cc4c(s3)-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc3C4(CC(CC)CCCC)CC(CC)CCCC)c2C1=O,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,13.35
Y26,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=C(CCCCCC)C(N(CC(CCCC)CC)C4=C5C6=NN(CC(CCCC)CC)N=C6C(C7=C8C(CCCCCC)=C(S7)/C=C9/C(C(C=C%10F)=C(C9=O)C=C%10F)=C(C#N)/C#N)=C4N8CC(CC)CCCC)=C5S3,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,13.34
Y9,CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nn(CC(CC)CCCC)nc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8ccccc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,13.34
SeTIC4Cl,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3[se]c5cc(/C=C6\C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4[se]c3cc(/C=C4\C(=O)c5cc(Cl)c(Cl)cc5C4=C(C#N)C#N)sc23)cc1,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,13.32
AQx-1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nc(C)c(C)nc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,PBDB-TF,O=C(C1=C(SC(CCCCCCCC)=C12)CCCCCCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CCCCCCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CCCCCCCC)S%10)=C7S6)S5)=C3C2=O,13.31
LBT-SCl,CCCCCCCCC(CCCCCC)Cn1c2c(ccc3cc(/C=C4\C(=O)c5ccc(Cl)cc5C4=C(C#N)C#N)sc32)c2c3nsnc3c3c4ccc5cc(/C=C6\C(=O)c7ccc(Cl)cc7C6=C(C#N)C#N)sc5c4n(CC(CCCCCC)CCCCCCCC)c3c21,S2,CC1=CC2=C(C(C3=CC(Cl)C(CC(CCCC)CC)S3)=C4C=C(SC4=C2C5=CC(CC(CCCC)CC)=C(Cl)S5)C6=CC=C(C7=C(C(C8=C(SC(CC(CC)CCCC)=C8C9=O)CC(CC)CCCC)=O)C9=C(C%10=CC=C(C%11=CC%12=C(C(C%13=CC(Cl)=C(CC(CC)CCCC)S%13)=C(C=C(C%14=C(F)C(C(OC)=O)=C(C)S%14)S%15)C%15=C%12C%16=CC(C(S%16)CC(CC)CCCC)Cl)S%11)S%10)S7)S6)S1,13.3
QIP-4Cl,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nc5c(nc4c4c6sc7c(CCCCCCCCCCC)c(/C=C8\C(=O)c9cc(Cl)c(Cl)cc9C8=C(C#N)C#N)sc7c6n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21)C(=O)N(CC(CC)CCCC)C5=O,P2F-EHp,FC1=C(CC(CC)CCCC)C(F)=CC(C2=C3C=C(C)SC3=C(C4=CC(F)=C(CC(CCCC)CC)C(F)=C4)C5=C2SC(C6=CC=C(C7=C8C(C(N(CCCCCCCC)C8=O)=O)=C(C9=CC=C(C)S9)C%10=NN(CCC(CCCC)CC)N=C7%10)S6)=C5)=C1,13.3
IDTCN-O,CCC#CC#COc1cc(-c2cc3c(s2)-c2cc4c(cc2C3(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)-c2sc(-c3cc(OC#CC#CCC)c(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)s3)cc2C4(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)sc1/C=C1\C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,13.28
AT-4Cl,CCCCC(CC)COc1ccc(C2(c3ccc(OCC(CC)CCCC)cc3)c3cc(/C=C4\C(=O)c5cc(Cl)c(Cl)cc5C4=C(C#N)C#N)sc3-c3ccc4cc5c6c(ccc5cc4c32)-c2sc(/C=C3\C(=O)c4cc(Cl)c(Cl)cc4C3=C(C#N)C#N)cc2C6(c2ccc(OCC(CC)CCCC)cc2)c2ccc(OCC(CC)CCCC)cc2)cc1,PBDB-TF,O=C(C1=C(SC(CCCCCCCC)=C12)CCCCCCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CCCCCCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CCCCCCCC)S%10)=C7S6)S5)=C3C2=O,13.27
DTC-BO-4F,CCCCC(CC)COc1cc(-c2cc3c(s2)-c2sc(-c4cc(OCC(CC)CCCC)c(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4OCC(CC)CCCC)cc2C3(CC(CC)CCCC)CC(CC)CCCC)c(OCC(CC)CCCC)cc1/C=C1\C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,13.26
A1,CCCCCCCCN1C(=O)/C(=C/c2c3nsnc3c(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc(-c4c6cc(C(=O)OCC)sc6c(/C=C6\SC(=S)N(CCCCCCCC)C6=O)c6nsnc46)cc3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)c3cc(C(=O)OCC)sc23)SC1=S,L1-S,CC1=CC2=C(S1)C(C3=CC=C(CC(CCCC)CC)S3)=C4C=C(SC4=C2C5=CC=C(CC(CC)CCCC)S5)C6=C(CC(CCCCCC)CCCC)C=C(C7=CC8=C(C(SC(C9=CC(CC(CCCCCC)CCCC)=C(C)S9)=C%10)=C%10OC8=S)S7)S6,13.25
ITCF,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(C)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(C)cc5C4=C(C#N)C#N)sc23)cc1,J71,CC1=CC=C(S1)C2=C(C(F)=C(C3=NN(N=C23)CC(CCCCCCCC)CCCCCC)C4=CC=C(S4)C5=CC6=C(C7=C(C(C8=CC=C(S8)[Si](CCC)(CCC)CCC)=C6S5)C=C(S7)C)C9=CC=C(S9)[Si](CCC)(CCC)CCC)F,13.25
BN-4F,CCCCC(CC)COc1cc(-c2cc3c(s2)-c2sc(/C=C4\C(=O)c5cc6cc(F)c(F)cc6cc5C4=C(C#N)C#N)cc2C3(CC(CC)CCCC)CC(CC)CCCC)c(OCC(CC)CCCC)cc1-c1cc2c(s1)-c1sc(/C=C3\C(=O)c4cc5cc(F)c(F)cc5cc4C3=C(C#N)C#N)cc1C2(CC(CC)CCCC)CC(CC)CCCC,J52,CC1=CC2=C(C3=C(C(C4=CC=C(S4)CC(CC)CCCC)=C2S1)C=C(S3)C5=CC=C(S5)C6=C(C(F)=C(C7=NN(N=C67)CC(CCCCCC)CCCCCCCC)C8=CC=C(S8)C)F)C9=CC=C(S9)CC(CC)CCCC,13.24
DOC2C6-2F,CCCCC(COc1c(c2sc(c3c(C4(CC(CC)CCCC)CC(CCCC)CC)cc(/C=C5C(c6c(C\5=C(C#N)/C#N)cc(F)c(F)c6)=O)s3)c4c2)cc(OCC(CCCC)CC)c(c7sc(c8c(C9(CC(CCCC)CC)CC(CCCC)CC)cc(/C=C%10C(c%11c(C\%10=C(C#N)/C#N)cc(F)c(F)c%11)=O)s8)c9c7)c1)CC,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,13.24
ZITI,CCCCCCC(CCCC)CC1(CC(CCCC)CCCCCC)C2=C(c3cc4c(cc31)-c1sc(/C=C3\C(=O)c5ccc(F)cc5C3=C(C#N)C#N)cc1C4)C(CC(CCCC)CCCCCC)(CC(CCCC)CCCCCC)c1cc3c(cc12)Cc1cc(/C=C2\C(=O)c4ccc(F)cc4C2=C(C#N)C#N)sc1-3,J71,CC1=CC=C(S1)C2=C(C(F)=C(C3=NN(N=C23)CC(CCCCCCCC)CCCCCC)C4=CC=C(S4)C5=CC6=C(C7=C(C(C8=CC=C(S8)[Si](CCC)(CCC)CCC)=C6S5)C=C(S7)C)C9=CC=C(S9)[Si](CCC)(CCC)CCC)F,13.24
BT-LIC,CCCCC(CC)Cc1c(/C=C2\C(=O)c3cc4ccccc4cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC(CC)CCCC)c(/C=C7\C(=O)c8cc9ccccc9cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,13.2
C8-ITIC,O=C(C1=CC=CC=C1C/2=C(C#N)\C#N)C2=C\C3=CC4=C(S3)C(C5(CCCCCCCC)CCCCCCCC)=C(C6=CC7=C(C8=C(C7(CCCCCCCC)CCCCCCCC)C9=C(C=C(S9)/C=C%10C(C%11=CC=CC=C%11C/%10=C(C#N)\C#N)=O)S8)C=C56)S4,PFBDB-T,FC(C=C(S1)C2=C3C(C(C4=C(SC(CC(CC)CCCC)=C4C3=O)CC(CCCC)CC)=O)=C(S2)C5=CC(F)=C(S5)C)=C1C(SC6=C(C7=C8SC(C)=C7)C9=CC=C(S9)CC(CC)CCCC)=CC6=C8C(S%10)=CC=C%10CC(CC)CCCC,13.2
SN6IC-4F,CCCCCCCCC(CCCCCCCC)n1c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2c2sc3c(sc4c5sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc5n(C(CCCCCCCC)CCCCCCCC)c43)c21,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,13.2
BTTIC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5c(csc5C)C4=C(C#N)C#N)sc3-c3sc4c(-c5ccc(CC(CC)CCCC)s5)c5c6c(sc5c(-c5ccc(CC(CC)CCCC)s5)c4c32)-c2sc(/C=C3\C(=O)c4c(csc4C)C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,13.18
ZITI-C,CCCCCCC(CCCC)CC1(C2=C(C(CC(CCCCCC)CCCC)(C3=C2C=C(CC4=C5SC(/C=C6C(C7=C(C\6=C(C#N)/C#N)C=C(F)C(F)=C7)=O)=C4)C5=C3)CC(CCCCCC)CCCC)C8=C1C=C(C9=C(C%10)C=C(/C=C%11C(C%12=C(C\%11=C(C#N)/C#N)C=C(F)C(F)=C%12)=O)S9)C%10=C8)CC(CCCCCC)CCCC,J71,CC1=CC=C(S1)C2=C(C(F)=C(C3=NN(N=C23)CC(CCCCCCCC)CCCCCC)C4=CC=C(S4)C5=CC6=C(C7=C(C(C8=CC=C(S8)[Si](CCC)(CCC)CCC)=C6S5)C=C(S7)C)C9=CC=C(S9)[Si](CCC)(CCC)CCC)F,13.18
FCC-Cl-C8,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2cc4c(cc21)-c1sc(/C=C2\C(=O)c5sc(Cl)cc5C2=C(C#N)C#N)cc1C4(CCCCCCCC)CCCCCCCC)C(CCCCCCCC)(CCCCCCCC)c1cc(/C=C2\C(=O)c4sc(Cl)cc4C2=C(C#N)C#N)sc1-3,D18,FC1=C(CC(CCCC)CCCC)SC(C2=C3SC(C)=CC3=C(C4=CC(F)=C(CC(CCCC)CC)S4)C5=C2C=C(C6=C(CC(CCCC)CCCCCC)C=C(C7=CC(C8=NSN=C8C9=C%10SC(C%11=CC(CC(CCCCCC)CCCC)=C(C)S%11)=C9)=C%10S7)S6)S5)=C1,13.17
BTIC-Cl-m,CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccc(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8ccc(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,PBDB-TF,O=C(C1=C(SC(CCCCCCCC)=C12)CCCCCCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CCCCCCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CCCCCCCC)S%10)=C7S6)S5)=C3C2=O,13.16
IT-2Cl,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(Cl)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(Cl)cc5C4=C(C#N)C#N)sc23)cc1,PBDT-T-2F,O=C(C1=C(SC(C2=CC=C(S2)C3=CC4=C(C5=C(C(C6=CC(F)=C(S6)CC(CC)CCCC)=C4S3)C=C(C)S5)C7=CC(F)=C(S7)CC(CCCC)CC)=C18)C9=CC=C(S9)C)C%10=C(SC(CC(CCCC)CC)=C%10C8=O)CC(CCCC)CC,13.16
